,top words,ID,Text
337,"['like', 'stinky', 'dirty', 'prime', 'cheerful', 'upbeat', 'much', 'less', 'stimulating', 'lot', 'shows', 'think', 'trash', 'truck', 'netflix', 'similar', 'treehouse', 'detectives', 'animal', 'netflix', 'also', 'move', 'slower', 'pace', 'still', 'engaging']",19368,i like stinky and dirty on prime cheerful and upbeat but much less stimulating than a lot of shows i think trash truck on netflix is similar treehouse detectives and if i were an animal on netflix also move at a slower pace while still being engaging 
338,"['puffin', 'rock', 'waffles', 'mochi', 'netflix']",19372,puffin rock and waffles & mochi both on netflix
339,"['size', 'wear']",19535,what size does he wear 
340,"['agreed', 'soooo', 'comfy']",19648,agreed soooo comfy 
341,"['early', 'girl', 'office', 'one', 'older', 'guys', 'building', 'complimented', 'converse', 'black', 'hot', 'pink', 'stitching', 'hot', 'pink', 'sparkly', 'laces', 'day', 'go', 'everything']",19650,am an early s girl in an office myself one of the older guys in the building enthusiastically complimented my converse black with hot pink stitching and hot pink sparkly laces the other day they go with everything 
342,['abusive'],20005,that's just abusive no 
343,"['son', 'still', 'huge', 'legos', 'also', 'green', 'army', 'men', 'colors', 'actual', 'service', 'members', 'usa', 'lmao', 'sometimes', 'dusts', 'transformers', 'beyblades']",20135,my son is and still is huge on legos he also has more green army men and other colors than there are actual service members in the usa lmao he sometimes dusts off the transformers and beyblades 
344,['judgment'],20192,no judgment here 
345,"['good', 'headphones', 'kind', 'little', 'figurine', 'gaming', 'desk', 'wear', 'makeup', 'black', 'made', 'think', 'maybe', 'emo', 'vibes']",20258,does he have good headphones some kind of little figurine for his gaming desk does he wear makeup the all black made me think maybe he has emo vibes 
346,"['hello', 'good', 'hunter', 'bot', 'dream', 'look', 'fine', 'note', 'surely', 'mankind', 'pure', 'dark', 'availed', 'nothing', 'forgive', 'whatever', 'thou', 'art', 'stay', 'away', 'artorias', 'abysswalker', 'good', 'one', 'praise', 'sun']",20583,hello good hunter i am a bot here in this dream to look after you this is a fine note > *“surely mankind are more than pure dark for i have availed you nothing all of you forgive me whatever thou art stay away ”* artorias the abysswalker have a good one and praise the sun \\[t] 
347,"['dirty', 'ones', 'lol']",20590,only the dirty ones do that lol
348,"['know', 'patriarchy', 'edit', 'sorry', 'typo', 'mean', 'statement', 'made', 'men', 'right', 'mean', 'yes', 'statements', 'may', 'made', 'family', 'matriarchs', 'western', 'society', 'fundamentally', 'matriarchy', 'experienced', 'impact', 'patriarchy', 'women', 'internalizing', 'sexist', 'patriarchal', 'ideas', 'raised', 'ideas', 'empower', 'women', 'protect', 'women', 'non', 'existent', 'higher', 'status', 'society', 'woman', 'expressed', 'mean', 'reflective', 'female', 'dominated', 'society']",20613,you know patriarchy doesn't edit sorry typo just mean a statement made by men right i mean yes those statements may have been made by family matriarchs but our western society is fundamentally not a matriarchy what you experienced is the impact of patriarchy on women internalizing sexist patriarchal ideas they were raised with those ideas don't empower women or protect women's non existent higher status in society just because a woman expressed it doesn't mean it is reflective of a female dominated society 
349,"['sad', 'want', 'make', 'sure', 'understanding', 'nuances', 'correctly', 'address', 'niece', 'race', 'different', 'skin', 'tones', 'also', 'majority', 'race', 'minority', 'race', 'think', 'change', 'resources']",20653,that's so sad i want to make sure that i'm understanding the nuances correctly before i address this are you and your niece the same race but different skin tones also are you majority race or minority race where you are i think these change the resources 
350,"['resonates', 'much', 'black', 'dark', 'skin', 'tone', 'around', 'also', 'started', 'thoughts', 'mom', 'approach', 'slow', 'drip', 'positive', 'black', 'influences', 'example', 'would', 'give', 'beautiful', 'black', 'barbie', 'dolls', 'play', 'take', 'plays', 'musicals', 'shows', 'featuring', 'black', 'artists', 'alvin', 'ailey', 'give', 'books', 'spoke', 'confidence', 'look', 'expose', 'potential', 'role', 'models', 'looked', 'like', 'expose', 'musicians', 'looked', 'like', 'back', 'looked', 'like', 'buying', 'cassette', 'cds', 'leaving', 'magazines', 'around', 'house', 'especially', 'bathrooms', 'specific', 'black', 'culture', 'essence', 'ebony', 'etc', 'occasionally', 'serious', 'talks', 'really', 'seeing', 'beautiful', 'examples', 'dark', 'skinned', 'people', 'course', 'formative', 'years', 'helped', 'see', 'could', 'beautiful', 'emphasize', 'slow', 'drip', 'black', 'beautiful', 'proverbial', 'signs', 'house', 'steady', 'showcase', 'black', 'positivity']",20655,this resonates so much i'm black and have a dark skin tone around was when i also started to have these thoughts my mom's approach was a slow drip of positive black influences for example she would give me beautiful black barbie dolls to play with take me to plays musicals shows featuring black artists e g alvin ailey give me books that spoke about confidence in how you look expose me to potential role models that looked like me expose me to musicians that looked like me back then this looked like buying their cassette cds leaving magazines around the house especially bathrooms that were specific to black culture essence ebony etc we occasionally had more serious talks but really seeing all these beautiful examples of dark skinned people over the course of my formative years helped me see that i could be beautiful too i emphasize that it was a slow drip we didn't have black is beautiful proverbial signs all over the house it was just a steady showcase of black positivity 
351,"['love', 'little', 'one', 'love', 'skin', 'color']",20658,i love you little one and i love your skin and your color 
352,"['skai', 'jackson', 'masai', 'martin', 'normani', 'three', 'beautiful', 'dark', 'skinned', 'women', 'princess', 'tiana', 'jess', 'craig', 'creek', 'animated', 'world']",20675,skai jackson masai martin normani… three beautiful dark skinned women there’s princess tiana and jess from craig of the creek in the animated world 
353,"['yeah', 'would', 'think', 'objectively', 'think', 'skin', 'tones', 'beautiful', 'fine', 'coming', 'place', 'self', 'hate', 'perceived', 'societal', 'values', 'obviously', 'problem', 'determine', 'seems', 'difficult']",20676,yeah i would think if they objectively think other skin tones are beautiful that's fine if it's coming from a place of self hate or perceived societal values that's obviously a problem how you determine that seems difficult 
354,"['year', 'old', 'always', 'chooses', 'dark', 'skin', 'colors', 'well', 'comes', 'coloring', 'avatars', 'etc', 'says', 'beautiful', 'color', 'girl', 'super', 'pale', 'bright', 'red', 'hair', 'see', 'peach', 'calls', 'skin', 'color', 'self', 'portrait', 'even', 'painted', 'browns']",20677,my year old always chooses dark skin colors as well when it comes to coloring avatars etc she says it's a beautiful color the girl is super pale with bright red hair she doesn't see herself as peach what she calls our skin color her self portrait was even painted with browns 
355,"['yep', 'ish', 'daycare', 'dance', 'classes', 'week', 'three', 'older', 'girls', 'bringing', 'swishy', 'skirts', 'want', 'swishy', 'skirt', 'fun', 'scottish', 'men', 'wear', 'swishy', 'skirts', 'called', 'kilts']",20718,yep at ish their daycare did dance classes once a week and these three older girls were bringing in “swishy skirts” who wouldn’t want a swishy skirt it’s fun scottish men wear swishy skirts called kilts… 🤷‍♀️
356,"['probably', 'dude', 'well', 'apparently', 'much', 'gender', 'thing', 'ships']",20871,> probably because i'm a dude well apparently not as much of a gender thing i just don't get those ships p 
357,"['great', 'film', 'see', 'likes', 'animated', 'films', 'remember', 'beautiful']",21381,it’s a great film i will have to see if she likes animated films i remember it being so beautiful 
358,"['sixth', 'sense']",21386,and the sixth sense too
359,"['dish', 'washing', 'folding', 'laundry', 'worry', 'hears', 'earpods', 'favorite', 'piece', 'tech']",21457,same during dish washing or folding laundry then i’d don’t have to worry about who hears what my earpods are my favorite piece of tech 
360,"['thought', 'yet', 'thinking', 'sooner', 'later']",21621,have thought this too haven’t yet but thinking sooner than later 
361,"['cute', 'haha']",21644,cute haha
362,"['yea', 'good', 'idea']",21731,yea good idea 
363,['chess'],21987,chess
364,"['already', 'makeup']",22488, and already doing makeup 
365,"['mascara', 'lip', 'gloss', 'mostly', 'hair', 'takes', 'forever', 'waist', 'length', 'hair', 'curling', 'takes', 'forever']",22491,she’s she does mascara and lip gloss it’s mostly her hair that takes forever she has waist length hair so curling takes forever
366,"['among', 'us', 'roblox', 'lots', 'jewel', 'dropping', 'games', 'speed', 'runners', 'angry', 'birds', 'makeup', 'nail', 'hair', 'styling', 'games']",22504,among us some roblox lots of those jewel dropping games speed runners angry birds and makeup nail hair styling games 
367,"['expressed', 'preference', 'outer', 'beauty', 'inner', 'beaty', 'sound', 'like', 'isnt', 'tying', 'dress', 'yo', 'wear', 'make', 'inappropriately', 'praise', 'virtues', 'think', 'important', 'due', 'either', 'side', 'nothing', 'wrong', 'praising', 'wears', 'presents']",22806,has she expressed a preference of outer beauty over inner beaty it doesn't sound like she is if she isnt tying to dress yo and wear make up inappropriately praise virtues you think are important don't over due either side nothing wrong with praising what she wears or how she presents herself
368,"['permitted', 'kids', 'play', 'makeup', 'art', 'form', 'makeup', 'character', 'makeup', 'practice', 'one', 'actor', 'avid', 'cosplayer', 'guess', 'internalized', 'makeup', 'creating', 'character']",22809,i permitted both of my kids m and f to play with makeup as an art form they can do their own makeup to get into character and they can do makeup on me to practice one is now an actor and the other an avid cosplayer i guess they've both internalized that makeup is for creating a character 
369,"['gaming', 'jen', 'minecraft', 'isna', 'woman']",22830,gaming with jen does minecraft and isna woman
370,['diverse'],22832,why diverse 
